"","X","originalid","originaltraitname","originaltraitdef","standardisedtraitname","standardisedtraitdef","originaltraitvalue","originaltraitunit","originalerrorpos","originalerrorneg","originalerrorunit","standardisedtraitvalue","standardisedtraitunit","standardisederrorpos","standardisederrorneg","standardisederrorunit","replicates","habitat","labfield","arenavalue","arenaunit","arenavaluesi","arenaunitsi","ambienttemp","ambienttempmethod","ambienttempunit","ambientlight","ambientlightunit","secondstressor","secondstressordef","secondstressorvalue","secondstressorunit","timestart","timeend","totalobstimevalue","totalobstimeunit","totalobstimevaluesi","totalobstimeunitsi","totalobstimenotes","resrepvalue","resrepunit","resrepvaluesi","resrepunitsi","location","locationtype","originallocationdate","locationdate","locationdateprecision","coordinatetype","latitude","longitude","interactor1","interactor1common","interactor1wholepart","interactor1wholeparttype","interactor1number","interactor1kingdom","interactor1phylum","interactor1class","interactor1order","interactor1family","interactor1genus","interactor1species","interactor1stage","interactor1temp","interactor1tempunit","interactor1tempmethod","interactor1growthtemp","interactor1growthtempunit","interactor1growthdur","interactor1growthdurunit","interactor1growthtype","interactor1acc","interactor1acctemp","interactor1acctempnotes","interactor1acctime","interactor1acctimenotes","interactor1acctimeunit","interactor1origtemp","interactor1origtempnotes","interactor1origtime","interactor1origtimenotes","interactor1origtimeunit","interactor1equilibtimevalue","interactor1equilibtimeunit","interactor1size","interactor1sizeunit","interactor1sizetype","interactor1sizesi","interactor1sizeunitsi","interactor1denvalue","interactor1denunit","interactor1dentypesi","interactor1denvaluesi","interactor1denunitsi","interactor1massvaluesi","interactor1massunitsi","interactor2","interactor2common","interactor2kingdom","interactor2phylum","interactor2class","interactor2order","interactor2family","interactor2genus","interactor2species","interactor2stage","interactor2temp","interactor2tempunit","interactor2tempmethod","interactor2growthtemp","interactor2growthtempunit","interactor2growthdur","interactor2growthdurunit","interactor2growthtype","interactor2acc","interactor2acctemp","interactor2acctempnotes","interactor2acctime","interactor2acctimenotes","interactor2acctimeunit","interactor2origtemp","interactor2origtempnotes","interactor2origtime","interactor2origtimenotes","interactor2origtimeunit","interactor2equilibtimevalue","interactor2equilibtimeunit","interactor2size","interactor2sizeunit","interactor2sizetype","interactor2sizesi","interactor2sizeunitsi","interactor2denvalue","interactor2denunit","interactor2dentypesi","interactor2denvaluesi","interactor2denunitsi","interactor2massvaluesi","interactor2massunitsi","physicalprocess","physicalprocess_1","physicalprocess_2","figuretable","citation","doi","submittedby","contributoremail","notes","VecMismatchID"
"843",23616,"csm1B","Mortality Rate","",NA,NA,0.03672,"1/days",0.01493,0.01493,"1/days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.86,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"21/01/2004",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Aquatic Phase",1
"844",2435,"csm1B","Mortality Rate","",NA,NA,0.02063,"1/days",0.0142,0.0142,"1/days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.04,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"21/01/2004",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Aquatic Phase",1
"845",2516,"csm1B","Mortality Rate","",NA,NA,0.0331,"1/days",0.00443,0.00443,"1/days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.18,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"21/01/2004",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Aquatic Phase",1
"846",2647,"csm1B","Mortality Rate","",NA,NA,0.06779,"1/days",0.01386,0.01386,"1/days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.56,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"21/01/2004",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Aquatic Phase",1
"847",27100,"csm1B","Mortality Rate","",NA,NA,0.06311,"1/days",0.15267,0.15267,"1/days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.84,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"21/01/2004",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Aquatic Phase",1
"848",2834,"csm1B","Mortality Rate","",NA,NA,0.06388,"1/days",0.04852,0.04852,"1/days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.85,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"21/01/2004",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Aquatic Phase",1
"849",2917,"csm1B","Mortality Rate","",NA,NA,0.10498,"1/days",0.01405,0.01405,"1/days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.83,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"21/01/2004",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Aquatic Phase",1
"850",3079,"csm1B","Mortality Rate","",NA,NA,0.05936,"1/days",0.57314,0.57314,"1/days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.61,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"21/01/2004",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Aquatic Phase",1
"851",3110,"csm1B","Mortality Rate","",NA,NA,0.11567,"1/days",0.02338,0.02338,"1/days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.95,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"21/01/2004",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Aquatic Phase",1
"852",3256,"csm1B","Mortality Rate","",NA,NA,0.07062,"1/days",0.00828,0.00828,"1/days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.47,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"21/01/2004",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Aquatic Phase",1
"853",3310,"csm1B","Mortality Rate","",NA,NA,0.09993,"1/days",0.01397,0.01397,"1/days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.55,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"21/01/2004",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Aquatic Phase",1
"854",3410,"csm1B","Mortality Rate","",NA,NA,0.31994,"1/days",0.00734,0.00734,"1/days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.95,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"21/01/2004",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Aquatic Phase",1
"855",3510,"csm1B","Mortality Rate","",NA,NA,0.26644,"1/days",0.00623,0.00623,"1/days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.16,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"21/01/2004",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Aquatic Phase",1
"856",3612,"csm1B","Mortality Rate","",NA,NA,0.28482,"1/days",0.01431,0.01431,"1/days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.64,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"21/01/2004",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Aquatic Phase",1
"893",7315,"csm1E","Mortality Rate","",NA,NA,0.07585,"1/day",0.00519,0.00519,"1/day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.54,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"16/08/2002",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Female",1
"894",7410,"csm1E","Mortality Rate","",NA,NA,0.09169,"1/day",0.00728,0.00728,"1/day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.76,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"16/08/2002",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Female",1
"895",7510,"csm1E","Mortality Rate","",NA,NA,0.03608,"1/day",0.00318,0.00318,"1/day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"16/08/2002",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Female",1
"896",7610,"csm1E","Mortality Rate","",NA,NA,0.03266,"1/day",0.00407,0.00407,"1/day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.52,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"16/08/2002",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Female",1
"897",77100,"csm1E","Mortality Rate","",NA,NA,0.04216,"1/day",0.00308,0.00308,"1/day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.05,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"16/08/2002",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Female",1
"898",7810,"csm1E","Mortality Rate","",NA,NA,0.03718,"1/day",0.00584,0.00584,"1/day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.79,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"16/08/2002",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Female",1
"899",7997,"csm1E","Mortality Rate","",NA,NA,0.03043,"1/day",0.00342,0.00342,"1/day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.64,NA,"celcius",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Marìlia, Sa_ Paulo State, Brazil",NA,NA,"16/08/2002",5,NA,NA,NA,"Aedes aegypti","","","","","","Arthropoda","Insecta","Diptera","Culicidae","Aedes","aegypti","Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yang, H. M., et al. ""Assessing the effects of temperature on the population of Aedes aegypti, the vector of dengue."" Epidemiology & Infection 137.8 (2009): 1188-1202.","10.1017/S0950268809002040","Cera Mai","csm417@ic.ac.uk","Female",1
